trip_duration,fare_amount,pickup_location,drop_location,payment_mode,driver_rating,start_hour,day_of_week
19,207.23,Electronic City,BTM Layout,Online,3.4,11,Sunday
41,292.21,Jayanagar,Marathahalli,Cash,4.0,7,Wednesday
25,181.79,Koramangala,Marathahalli,Cash,3.2,21,Saturday
18,222.98,Koramangala,Marathahalli,Online,4.5,22,Sunday
6,48.48,Koramangala,HSR Layout,Online,4.7,16,Wednesday
15,142.77,Indiranagar,BTM Layout,Online,3.2,13,Sunday
55,61.42,Jayanagar,Banashankari,Cash,4.6,16,Saturday
43,195.45,Koramangala,BTM Layout,Cash,4.5,20,Thursday
42,283.39,Electronic City,MG Road,Online,3.7,22,Saturday
38,208.68,Indiranagar,Marathahalli,Cash,4.4,5,Sunday
42,50.74,Electronic City,Marathahalli,Cash,3.0,19,Saturday
54,125.76,Jayanagar,Banashankari,Online,4.9,16,Saturday
38,178.68,Whitefield,MG Road,Online,4.1,19,Thursday
22,138.87,Electronic City,HSR Layout,Cash,4.2,7,Monday
34,255.08,Whitefield,BTM Layout,Cash,4.3,12,Sunday
19,249.96,Indiranagar,HSR Layout,Online,4.1,15,Monday
31,195.19,Electronic City,MG Road,Cash,4.7,11,Sunday
55,130.83,Electronic City,Banashankari,Online,4.2,16,Wednesday
38,98.94,Indiranagar,MG Road,Online,4.8,17,Friday
56,58.59,Indiranagar,Banashankari,Online,4.2,7,Monday
42,125.82,Koramangala,HSR Layout,Online,3.3,17,Wednesday
37,141.56,Jayanagar,HSR Layout,Cash,4.8,10,Thursday
28,212.47,Electronic City,MG Road,Cash,4.4,12,Monday
19,207.7,Electronic City,MG Road,Online,4.4,11,Monday
34,48.93,Indiranagar,Marathahalli,Online,5.0,14,Saturday
59,136.72,Indiranagar,Banashankari,Online,3.2,2,Sunday
46,79.08,Jayanagar,Marathahalli,Online,3.9,2,Saturday
55,72.34,Indiranagar,BTM Layout,Online,3.5,5,Wednesday
21,253.37,Whitefield,BTM Layout,Online,4.3,2,Saturday
9,41.32,Whitefield,MG Road,Online,4.6,8,Wednesday
33,143.18,Whitefield,HSR Layout,Online,4.9,10,Tuesday
8,75.41,Whitefield,BTM Layout,Online,3.9,7,Sunday
14,267.42,Jayanagar,BTM Layout,Cash,4.6,3,Tuesday
21,180.4,Electronic City,Marathahalli,Online,4.8,21,Friday
14,92.47,Whitefield,Marathahalli,Online,4.4,23,Sunday
21,165.66,Indiranagar,BTM Layout,Cash,3.5,19,Monday
24,227.5,Whitefield,MG Road,Online,4.2,14,Tuesday
28,288.69,Jayanagar,Marathahalli,Online,4.9,4,Wednesday
9,89.52,Indiranagar,BTM Layout,Online,5.0,6,Saturday
38,269.27,Whitefield,HSR Layout,Cash,4.3,7,Saturday
10,282.26,Electronic City,Marathahalli,Online,4.8,6,Monday
57,277.43,Indiranagar,BTM Layout,Cash,3.4,7,Sunday
6,201.56,Indiranagar,Banashankari,Online,3.5,3,Tuesday
17,200.05,Electronic City,Marathahalli,Cash,4.9,0,Friday
47,138.87,Indiranagar,Banashankari,Online,3.3,21,Friday
47,233.15,Whitefield,Marathahalli,Online,3.4,4,Friday
52,173.45,Indiranagar,Marathahalli,Cash,3.8,10,Friday
15,212.91,Whitefield,Banashankari,Online,4.2,3,Saturday
55,145.68,Electronic City,MG Road,Online,4.2,1,Saturday
51,227.5,Koramangala,BTM Layout,Cash,3.6,16,Saturday
27,252.61,Electronic City,MG Road,Cash,4.8,11,Sunday
59,69.54,Whitefield,MG Road,Cash,4.8,1,Wednesday
20,254.89,Jayanagar,BTM Layout,Cash,3.8,8,Friday
35,175.88,Electronic City,HSR Layout,Online,3.9,5,Thursday
15,258.06,Jayanagar,MG Road,Online,4.4,5,Saturday
58,146.45,Jayanagar,MG Road,Cash,4.3,17,Friday
20,132.34,Whitefield,MG Road,Online,3.8,21,Tuesday
12,277.07,Whitefield,HSR Layout,Online,3.8,2,Sunday
8,97.82,Koramangala,Marathahalli,Cash,3.7,14,Monday
44,257.94,Indiranagar,Banashankari,Cash,3.5,6,Saturday
8,160.69,Electronic City,Banashankari,Cash,3.9,12,Saturday
29,168.81,Whitefield,HSR Layout,Online,4.4,9,Tuesday
7,113.29,Electronic City,MG Road,Online,4.5,3,Monday
36,184.72,Jayanagar,Banashankari,Online,4.6,15,Wednesday
7,117.81,Indiranagar,HSR Layout,Cash,3.7,8,Saturday
31,40.6,Koramangala,BTM Layout,Online,4.5,20,Monday
33,103.44,Electronic City,Banashankari,Online,3.0,9,Thursday
36,31.72,Indiranagar,BTM Layout,Online,4.0,18,Saturday
54,294.16,Koramangala,MG Road,Online,4.6,16,Friday
55,290.75,Electronic City,Banashankari,Online,4.3,0,Sunday
23,136.69,Indiranagar,HSR Layout,Online,3.9,12,Tuesday
25,226.66,Whitefield,Marathahalli,Online,4.3,3,Monday
9,123.37,Electronic City,Banashankari,Cash,4.8,14,Tuesday
22,211.2,Indiranagar,Banashankari,Online,4.1,9,Friday
32,247.47,Koramangala,Banashankari,Online,4.6,19,Wednesday
46,285.62,Indiranagar,Banashankari,Online,5.0,8,Sunday
26,138.06,Whitefield,HSR Layout,Online,4.4,7,Friday
25,241.49,Electronic City,HSR Layout,Online,4.1,19,Wednesday
10,101.8,Electronic City,Marathahalli,Cash,3.1,5,Tuesday
5,297.39,Electronic City,HSR Layout,Cash,3.7,22,Wednesday
9,36.96,Whitefield,HSR Layout,Online,4.1,9,Saturday
45,192.95,Koramangala,MG Road,Cash,4.6,23,Wednesday
16,208.07,Electronic City,MG Road,Cash,3.9,19,Wednesday
30,215.77,Koramangala,BTM Layout,Online,4.9,16,Saturday
50,62.5,Indiranagar,Marathahalli,Online,3.5,4,Wednesday
38,283.4,Koramangala,MG Road,Cash,4.5,13,Saturday
53,78.92,Koramangala,Marathahalli,Cash,3.8,16,Saturday
18,198.14,Electronic City,Marathahalli,Online,4.0,10,Sunday
30,90.12,Jayanagar,Banashankari,Cash,4.6,3,Wednesday
49,112.95,Jayanagar,Marathahalli,Online,3.6,22,Saturday
31,177.54,Whitefield,Banashankari,Cash,3.2,22,Monday
13,142.64,Whitefield,BTM Layout,Online,4.0,16,Wednesday
30,73.26,Jayanagar,BTM Layout,Online,4.1,1,Wednesday
51,76.15,Indiranagar,BTM Layout,Online,4.6,20,Friday
26,142.9,Electronic City,Banashankari,Cash,4.9,21,Friday
51,234.47,Electronic City,Banashankari,Online,3.1,0,Sunday
34,272.45,Indiranagar,BTM Layout,Online,4.2,17,Sunday
47,52.71,Indiranagar,Banashankari,Cash,4.4,6,Sunday
52,136.14,Jayanagar,HSR Layout,Online,5.0,21,Friday
21,57.07,Whitefield,HSR Layout,Online,4.9,5,Wednesday
30,34.48,Indiranagar,Banashankari,Online,4.4,5,Friday
40,208.66,Whitefield,Banashankari,Cash,4.0,13,Monday
5,192.66,Koramangala,MG Road,Cash,3.3,22,Tuesday
12,74.02,Electronic City,MG Road,Online,3.8,11,Friday
53,93.13,Jayanagar,Marathahalli,Online,4.2,13,Saturday
39,36.4,Electronic City,Marathahalli,Online,4.5,13,Friday
56,255.44,Jayanagar,Marathahalli,Online,4.3,11,Monday
19,293.17,Koramangala,BTM Layout,Cash,4.4,8,Saturday
51,66.57,Electronic City,HSR Layout,Online,3.9,8,Saturday
26,92.5,Koramangala,BTM Layout,Cash,4.5,1,Saturday
18,264.47,Jayanagar,Banashankari,Online,3.3,17,Saturday
30,280.15,Indiranagar,MG Road,Online,3.3,4,Thursday
32,143.3,Electronic City,Banashankari,Online,3.3,22,Thursday
27,43.67,Koramangala,Banashankari,Online,4.8,11,Saturday
18,40.64,Electronic City,MG Road,Cash,3.2,13,Saturday
28,184.97,Electronic City,Banashankari,Online,4.6,12,Saturday
6,136.08,Electronic City,Marathahalli,Cash,3.5,2,Monday
49,37.74,Whitefield,MG Road,Cash,3.9,14,Friday
30,187.48,Koramangala,Banashankari,Cash,4.8,14,Tuesday
18,33.05,Koramangala,Marathahalli,Online,4.2,2,Sunday
55,242.59,Electronic City,Marathahalli,Cash,3.4,19,Saturday
11,112.74,Indiranagar,HSR Layout,Online,3.6,18,Sunday
7,40.87,Electronic City,Marathahalli,Online,4.8,14,Friday
51,188.86,Whitefield,BTM Layout,Online,3.9,18,Monday
27,137.37,Jayanagar,MG Road,Cash,4.2,7,Sunday
50,292.93,Whitefield,MG Road,Cash,3.9,22,Monday
47,176.93,Indiranagar,MG Road,Online,3.8,12,Saturday
51,104.31,Electronic City,Banashankari,Online,3.4,22,Sunday
49,221.55,Koramangala,Banashankari,Cash,4.4,9,Wednesday
22,103.3,Electronic City,BTM Layout,Online,4.4,1,Monday
42,274.15,Indiranagar,Marathahalli,Online,3.5,10,Wednesday
39,131.17,Koramangala,Banashankari,Online,4.6,21,Sunday
55,178.46,Whitefield,Marathahalli,Online,4.7,18,Sunday
19,43.65,Jayanagar,Marathahalli,Online,4.8,8,Monday
29,145.05,Jayanagar,Banashankari,Online,3.3,8,Wednesday
59,254.74,Electronic City,Banashankari,Cash,3.6,5,Wednesday
41,247.53,Whitefield,BTM Layout,Online,4.7,9,Saturday
32,90.57,Indiranagar,HSR Layout,Online,3.4,21,Saturday
14,91.04,Jayanagar,MG Road,Cash,3.0,23,Sunday
43,250.67,Whitefield,Banashankari,Online,4.7,7,Friday
21,281.21,Electronic City,Banashankari,Cash,3.7,14,Wednesday
43,55.75,Koramangala,Marathahalli,Cash,3.8,5,Thursday
26,151.52,Electronic City,HSR Layout,Cash,3.9,6,Monday
30,121.11,Electronic City,Banashankari,Online,4.7,19,Saturday
48,265.09,Whitefield,HSR Layout,Online,3.7,16,Tuesday
29,52.55,Jayanagar,MG Road,Online,4.8,3,Sunday
21,87.0,Whitefield,Marathahalli,Online,4.2,7,Monday
17,233.17,Koramangala,BTM Layout,Cash,4.1,12,Friday
24,43.85,Whitefield,MG Road,Online,3.7,23,Friday
29,162.98,Indiranagar,HSR Layout,Online,3.5,13,Wednesday
8,149.37,Electronic City,HSR Layout,Online,4.2,17,Friday
14,120.29,Jayanagar,MG Road,Online,3.9,22,Saturday
7,136.53,Koramangala,HSR Layout,Cash,4.8,16,Friday
45,173.08,Electronic City,BTM Layout,Online,4.0,17,Monday
49,73.57,Whitefield,BTM Layout,Online,4.0,13,Sunday
22,184.44,Indiranagar,HSR Layout,Cash,3.8,23,Thursday
51,247.47,Whitefield,HSR Layout,Online,4.6,10,Thursday
40,235.24,Electronic City,BTM Layout,Online,3.8,9,Sunday
51,71.55,Koramangala,HSR Layout,Cash,3.5,12,Sunday
26,70.3,Jayanagar,Banashankari,Online,4.7,19,Wednesday
38,102.41,Electronic City,Marathahalli,Online,4.2,15,Sunday
51,127.49,Koramangala,Banashankari,Online,4.2,13,Friday
12,140.28,Electronic City,HSR Layout,Cash,4.2,2,Friday
44,213.52,Indiranagar,HSR Layout,Cash,4.4,17,Thursday
53,45.3,Whitefield,Marathahalli,Cash,3.6,5,Sunday
48,39.36,Jayanagar,HSR Layout,Online,3.1,19,Wednesday
23,135.82,Koramangala,Marathahalli,Online,4.6,2,Friday
46,218.23,Jayanagar,BTM Layout,Online,3.3,18,Wednesday
45,82.23,Jayanagar,Marathahalli,Cash,4.4,2,Saturday
41,203.21,Jayanagar,Marathahalli,Cash,3.2,11,Monday
10,100.15,Koramangala,Banashankari,Online,3.8,7,Saturday
56,269.24,Koramangala,HSR Layout,Online,3.1,4,Friday
30,271.84,Jayanagar,BTM Layout,Online,4.0,16,Friday
38,110.27,Whitefield,MG Road,Online,4.3,9,Friday
49,92.1,Electronic City,Marathahalli,Online,3.3,20,Thursday
10,141.05,Jayanagar,MG Road,Online,3.7,16,Thursday
41,94.94,Indiranagar,HSR Layout,Online,4.9,8,Friday
37,211.54,Jayanagar,Marathahalli,Online,3.9,12,Friday
57,253.04,Koramangala,MG Road,Online,4.6,9,Monday
26,211.73,Electronic City,Banashankari,Online,4.9,7,Monday
25,252.57,Indiranagar,MG Road,Cash,4.9,6,Wednesday
10,137.19,Electronic City,Banashankari,Cash,4.8,1,Sunday
10,72.21,Electronic City,BTM Layout,Cash,3.6,1,Wednesday
59,229.25,Indiranagar,HSR Layout,Online,4.9,3,Thursday
52,127.33,Jayanagar,MG Road,Cash,4.6,8,Tuesday
8,211.24,Jayanagar,Marathahalli,Cash,4.7,13,Monday
34,103.07,Jayanagar,HSR Layout,Online,3.0,23,Wednesday
15,51.93,Whitefield,MG Road,Cash,4.9,10,Sunday
34,298.0,Jayanagar,Marathahalli,Online,4.6,20,Sunday
35,72.17,Indiranagar,Marathahalli,Online,4.5,6,Monday
28,296.87,Whitefield,Marathahalli,Online,3.2,18,Monday
59,293.87,Jayanagar,Marathahalli,Cash,3.5,3,Saturday
13,244.33,Whitefield,MG Road,Cash,4.9,1,Tuesday
59,208.04,Indiranagar,BTM Layout,Online,4.0,22,Monday
7,186.01,Jayanagar,Banashankari,Online,3.8,21,Saturday
55,263.85,Koramangala,Banashankari,Online,4.7,20,Sunday
35,108.15,Indiranagar,Banashankari,Cash,3.2,22,Tuesday
44,156.27,Electronic City,BTM Layout,Online,3.8,18,Sunday
41,197.24,Electronic City,Marathahalli,Cash,3.8,20,Saturday
40,141.02,Indiranagar,Marathahalli,Online,3.7,17,Sunday
28,145.42,Electronic City,HSR Layout,Online,3.6,20,Saturday
35,119.18,Indiranagar,Banashankari,Online,3.4,6,Tuesday
10,182.34,Koramangala,Banashankari,Online,3.3,10,Monday
6,259.66,Indiranagar,Marathahalli,Online,4.3,9,Monday
24,84.41,Jayanagar,Banashankari,Online,4.8,10,Wednesday
32,282.3,Jayanagar,Marathahalli,Online,4.0,22,Monday
15,216.05,Whitefield,Marathahalli,Online,3.6,8,Sunday
8,252.28,Electronic City,Marathahalli,Online,3.3,2,Monday
19,180.17,Electronic City,MG Road,Online,4.7,23,Monday
10,240.47,Indiranagar,MG Road,Online,4.9,4,Wednesday
58,34.37,Electronic City,MG Road,Online,3.7,22,Tuesday
53,250.96,Jayanagar,MG Road,Online,3.6,0,Wednesday
34,40.84,Koramangala,BTM Layout,Cash,4.2,0,Sunday
42,270.28,Indiranagar,HSR Layout,Cash,4.6,19,Sunday
55,297.83,Electronic City,HSR Layout,Cash,3.9,4,Monday
6,109.4,Jayanagar,Marathahalli,Online,4.3,18,Friday
19,86.79,Whitefield,Banashankari,Online,4.4,5,Monday
15,236.65,Electronic City,MG Road,Online,4.9,2,Wednesday
12,98.32,Koramangala,HSR Layout,Online,3.3,20,Saturday
30,263.7,Koramangala,HSR Layout,Online,5.0,12,Saturday
55,57.77,Electronic City,MG Road,Cash,3.8,16,Wednesday
49,64.01,Electronic City,BTM Layout,Online,4.4,2,Thursday
48,294.37,Jayanagar,BTM Layout,Online,4.1,22,Sunday
9,211.94,Electronic City,HSR Layout,Online,4.0,2,Saturday
10,258.66,Whitefield,BTM Layout,Cash,4.4,20,Friday
30,117.57,Jayanagar,MG Road,Online,3.8,22,Wednesday
58,212.65,Indiranagar,HSR Layout,Online,3.3,12,Saturday
8,190.45,Whitefield,MG Road,Online,4.0,1,Saturday
23,192.85,Jayanagar,BTM Layout,Online,4.0,2,Tuesday
24,214.28,Jayanagar,MG Road,Online,3.4,19,Monday
37,185.35,Koramangala,BTM Layout,Online,4.9,15,Saturday
24,145.85,Jayanagar,BTM Layout,Online,3.5,20,Saturday
53,104.5,Whitefield,MG Road,Online,3.8,11,Tuesday
16,237.52,Electronic City,BTM Layout,Online,3.3,8,Sunday
51,91.09,Whitefield,Marathahalli,Cash,4.1,15,Wednesday
5,216.94,Indiranagar,MG Road,Online,3.6,3,Wednesday
30,93.0,Jayanagar,Marathahalli,Cash,4.0,19,Tuesday
18,198.84,Jayanagar,MG Road,Cash,3.4,17,Tuesday
42,231.71,Jayanagar,BTM Layout,Cash,3.1,0,Thursday
41,89.05,Jayanagar,BTM Layout,Cash,4.6,6,Monday
15,46.18,Koramangala,HSR Layout,Online,4.3,19,Tuesday
40,65.36,Koramangala,HSR Layout,Online,3.7,11,Monday
17,193.62,Electronic City,Marathahalli,Cash,3.1,7,Saturday
47,259.35,Jayanagar,BTM Layout,Online,4.7,7,Friday
7,42.15,Indiranagar,HSR Layout,Online,3.3,23,Wednesday
37,228.22,Electronic City,BTM Layout,Online,4.9,21,Tuesday
10,122.16,Jayanagar,MG Road,Online,4.0,8,Friday
54,159.2,Koramangala,HSR Layout,Online,3.7,13,Wednesday
14,280.79,Indiranagar,Marathahalli,Cash,4.5,19,Thursday
9,119.63,Electronic City,HSR Layout,Cash,4.8,4,Wednesday
27,155.64,Indiranagar,BTM Layout,Cash,3.7,19,Tuesday
14,33.69,Jayanagar,Banashankari,Online,3.8,20,Friday
48,52.03,Whitefield,Banashankari,Online,3.9,1,Friday
6,99.82,Indiranagar,BTM Layout,Cash,4.8,20,Friday
17,37.52,Indiranagar,MG Road,Cash,4.4,9,Wednesday
44,200.47,Koramangala,HSR Layout,Cash,3.5,23,Monday
6,145.13,Jayanagar,Banashankari,Online,3.4,8,Sunday
24,178.0,Indiranagar,MG Road,Cash,3.5,6,Monday
5,77.15,Jayanagar,BTM Layout,Online,3.5,22,Wednesday
41,109.9,Koramangala,MG Road,Cash,3.5,21,Tuesday
13,209.23,Jayanagar,BTM Layout,Online,4.3,17,Wednesday
21,290.63,Koramangala,HSR Layout,Cash,3.2,11,Monday
13,43.61,Koramangala,MG Road,Online,3.8,10,Wednesday
15,270.4,Electronic City,HSR Layout,Cash,4.3,9,Friday
19,185.76,Jayanagar,MG Road,Online,3.6,12,Tuesday
28,182.26,Whitefield,BTM Layout,Online,3.1,8,Sunday
42,165.08,Electronic City,BTM Layout,Online,3.2,15,Tuesday
59,48.74,Koramangala,MG Road,Online,3.3,20,Thursday
39,54.27,Whitefield,BTM Layout,Cash,4.7,21,Sunday
34,192.25,Indiranagar,Marathahalli,Cash,4.3,16,Wednesday
35,122.06,Indiranagar,Marathahalli,Online,3.1,4,Saturday
53,277.66,Electronic City,HSR Layout,Online,3.8,5,Saturday
9,139.78,Whitefield,Marathahalli,Online,3.6,9,Sunday
48,68.69,Jayanagar,Marathahalli,Online,4.2,10,Sunday
54,222.97,Whitefield,Banashankari,Online,4.0,1,Sunday
18,109.21,Electronic City,Banashankari,Online,4.0,6,Saturday
57,171.88,Jayanagar,Banashankari,Cash,3.6,13,Friday
15,218.41,Jayanagar,Banashankari,Online,3.3,3,Saturday
13,273.07,Indiranagar,BTM Layout,Cash,4.5,4,Wednesday
38,243.89,Whitefield,HSR Layout,Online,4.8,18,Thursday
16,212.62,Jayanagar,HSR Layout,Cash,4.9,20,Thursday
39,213.5,Electronic City,Marathahalli,Cash,3.1,19,Wednesday
39,285.4,Indiranagar,HSR Layout,Online,4.5,9,Saturday
5,109.87,Jayanagar,Marathahalli,Online,4.5,5,Wednesday
44,30.3,Whitefield,HSR Layout,Cash,4.9,1,Sunday
26,103.43,Indiranagar,MG Road,Cash,3.5,2,Sunday
33,88.83,Whitefield,MG Road,Online,4.5,14,Wednesday
12,208.7,Whitefield,HSR Layout,Online,3.1,9,Sunday
15,201.1,Whitefield,BTM Layout,Online,4.3,16,Monday
45,190.23,Indiranagar,Marathahalli,Online,3.7,6,Thursday
41,34.39,Jayanagar,HSR Layout,Cash,4.5,1,Tuesday
18,226.77,Koramangala,Marathahalli,Online,4.7,6,Saturday
34,117.35,Jayanagar,Banashankari,Online,3.7,14,Saturday
39,209.57,Indiranagar,HSR Layout,Online,4.1,2,Monday
25,180.28,Koramangala,BTM Layout,Cash,3.2,4,Friday
41,122.54,Koramangala,Banashankari,Online,3.8,21,Tuesday
9,66.34,Koramangala,HSR Layout,Online,3.7,7,Tuesday
23,55.49,Electronic City,MG Road,Online,3.4,3,Tuesday
18,254.51,Indiranagar,HSR Layout,Online,4.8,17,Sunday
30,277.97,Electronic City,MG Road,Online,3.3,18,Thursday
8,205.44,Koramangala,MG Road,Online,4.3,7,Friday
29,57.93,Electronic City,HSR Layout,Cash,4.8,22,Monday
49,138.55,Electronic City,HSR Layout,Online,4.8,5,Sunday
46,226.81,Indiranagar,MG Road,Online,4.6,4,Friday
29,240.55,Whitefield,Marathahalli,Online,3.4,4,Saturday
22,61.92,Electronic City,Banashankari,Cash,4.6,16,Monday
44,30.01,Electronic City,BTM Layout,Online,3.6,5,Sunday
12,222.28,Koramangala,HSR Layout,Cash,4.8,12,Thursday
43,126.28,Koramangala,Banashankari,Cash,4.4,8,Saturday
44,98.71,Koramangala,Banashankari,Online,4.6,23,Friday
18,33.48,Jayanagar,Marathahalli,Online,3.2,11,Tuesday
36,175.88,Electronic City,Banashankari,Cash,4.2,9,Friday
55,259.81,Koramangala,HSR Layout,Online,4.6,0,Saturday
42,288.56,Indiranagar,Banashankari,Online,4.7,10,Sunday
37,182.75,Jayanagar,HSR Layout,Online,3.1,5,Sunday
27,168.9,Whitefield,HSR Layout,Cash,4.9,2,Thursday
19,52.97,Electronic City,MG Road,Online,3.1,5,Thursday
37,178.2,Electronic City,Marathahalli,Online,4.2,8,Thursday
29,132.59,Indiranagar,BTM Layout,Cash,4.4,21,Monday
21,193.93,Whitefield,MG Road,Online,3.2,7,Friday
37,134.96,Whitefield,BTM Layout,Online,3.1,14,Tuesday
51,94.88,Jayanagar,HSR Layout,Cash,4.6,21,Sunday
59,55.64,Electronic City,MG Road,Online,3.8,5,Tuesday
6,115.03,Koramangala,Banashankari,Online,3.2,22,Wednesday
18,56.09,Indiranagar,Banashankari,Online,4.5,10,Thursday
57,77.76,Indiranagar,BTM Layout,Online,4.7,9,Saturday
44,296.58,Indiranagar,HSR Layout,Cash,4.2,10,Tuesday
44,149.91,Indiranagar,BTM Layout,Online,3.3,3,Thursday
55,173.61,Koramangala,Marathahalli,Cash,3.0,12,Tuesday
43,265.88,Koramangala,Banashankari,Online,4.4,7,Friday
55,298.8,Jayanagar,MG Road,Cash,4.1,19,Wednesday
10,187.33,Electronic City,MG Road,Cash,4.3,14,Thursday
10,249.37,Koramangala,MG Road,Online,4.6,6,Monday
7,118.27,Jayanagar,Banashankari,Cash,3.9,0,Monday
11,112.55,Whitefield,HSR Layout,Online,3.2,8,Tuesday
55,138.73,Electronic City,Banashankari,Online,4.9,22,Sunday
12,211.58,Koramangala,Banashankari,Online,4.1,7,Friday
46,214.19,Whitefield,MG Road,Online,4.2,1,Saturday
56,115.11,Jayanagar,Banashankari,Cash,4.9,13,Sunday
19,65.97,Koramangala,MG Road,Cash,4.9,11,Thursday
51,200.75,Koramangala,HSR Layout,Online,4.1,22,Wednesday
33,64.65,Whitefield,Marathahalli,Online,3.6,16,Friday
37,186.19,Koramangala,MG Road,Online,5.0,18,Tuesday
56,217.22,Indiranagar,BTM Layout,Cash,4.4,5,Friday
34,219.17,Koramangala,Marathahalli,Cash,3.8,20,Wednesday
43,233.44,Electronic City,HSR Layout,Cash,4.1,4,Friday
31,265.67,Whitefield,Marathahalli,Cash,3.8,5,Thursday
40,164.99,Electronic City,MG Road,Cash,4.8,2,Tuesday
33,227.17,Jayanagar,HSR Layout,Online,4.0,15,Wednesday
42,197.18,Electronic City,BTM Layout,Cash,4.6,17,Tuesday
37,80.39,Indiranagar,MG Road,Online,4.7,13,Saturday
41,36.94,Indiranagar,MG Road,Online,4.6,14,Thursday
31,106.83,Electronic City,HSR Layout,Cash,4.4,3,Wednesday
59,149.62,Jayanagar,HSR Layout,Online,4.7,10,Saturday
37,196.62,Koramangala,Marathahalli,Online,3.8,4,Saturday
8,259.49,Indiranagar,BTM Layout,Online,3.2,8,Saturday
26,82.99,Electronic City,Marathahalli,Online,4.7,4,Wednesday
6,63.9,Electronic City,Marathahalli,Cash,4.0,6,Tuesday
14,290.14,Electronic City,MG Road,Online,3.3,17,Friday
9,59.17,Koramangala,HSR Layout,Online,3.2,17,Friday
14,159.19,Whitefield,MG Road,Online,3.3,19,Saturday
37,188.1,Jayanagar,BTM Layout,Online,4.5,23,Monday
58,176.17,Whitefield,Marathahalli,Online,4.4,1,Monday
42,53.23,Jayanagar,BTM Layout,Online,3.4,22,Wednesday
17,45.4,Jayanagar,HSR Layout,Online,4.7,12,Tuesday
35,58.48,Electronic City,HSR Layout,Online,3.6,12,Wednesday
51,188.11,Indiranagar,Banashankari,Online,4.6,16,Tuesday
40,176.97,Electronic City,BTM Layout,Cash,4.0,21,Thursday
49,93.11,Koramangala,MG Road,Cash,4.5,16,Monday
28,202.2,Jayanagar,BTM Layout,Online,3.8,5,Wednesday
56,251.42,Indiranagar,Marathahalli,Cash,3.7,13,Sunday
19,41.23,Jayanagar,HSR Layout,Cash,4.7,20,Thursday
33,164.5,Jayanagar,HSR Layout,Online,3.1,13,Friday
12,216.11,Electronic City,BTM Layout,Cash,4.9,11,Monday
9,98.12,Indiranagar,BTM Layout,Cash,4.3,4,Tuesday
33,113.1,Indiranagar,BTM Layout,Online,3.9,4,Saturday
51,195.68,Jayanagar,Marathahalli,Online,4.3,3,Friday
8,272.44,Indiranagar,Marathahalli,Online,3.2,22,Friday
16,248.68,Indiranagar,MG Road,Online,4.0,12,Thursday
49,187.45,Electronic City,BTM Layout,Online,5.0,3,Sunday
6,227.16,Whitefield,MG Road,Online,3.5,17,Wednesday
31,128.5,Koramangala,Banashankari,Online,4.4,15,Saturday
35,203.06,Whitefield,Marathahalli,Online,3.9,17,Wednesday
55,155.87,Indiranagar,HSR Layout,Online,4.3,1,Thursday
55,81.28,Jayanagar,Banashankari,Online,3.4,22,Friday
40,219.47,Koramangala,HSR Layout,Cash,3.9,3,Monday
40,180.25,Koramangala,Banashankari,Cash,5.0,19,Friday
30,126.83,Jayanagar,MG Road,Online,3.4,16,Thursday
47,276.06,Koramangala,MG Road,Cash,4.3,19,Friday
31,35.65,Jayanagar,Marathahalli,Online,4.2,5,Saturday
9,115.26,Koramangala,HSR Layout,Online,4.1,17,Friday
24,45.36,Whitefield,Banashankari,Online,4.2,19,Friday
15,236.96,Koramangala,BTM Layout,Cash,4.0,6,Friday
14,219.57,Electronic City,BTM Layout,Online,3.0,12,Monday
44,119.47,Jayanagar,Marathahalli,Cash,4.8,8,Tuesday
42,212.43,Koramangala,HSR Layout,Online,4.7,1,Tuesday
10,136.9,Jayanagar,BTM Layout,Online,3.3,7,Wednesday
12,234.19,Electronic City,Marathahalli,Cash,3.8,13,Tuesday
27,152.63,Koramangala,Marathahalli,Online,4.5,21,Tuesday
51,141.32,Koramangala,HSR Layout,Cash,5.0,23,Tuesday
30,282.38,Electronic City,BTM Layout,Online,4.9,17,Sunday
50,97.74,Electronic City,BTM Layout,Cash,4.8,0,Friday
47,62.52,Electronic City,BTM Layout,Cash,3.3,22,Sunday
16,187.83,Jayanagar,MG Road,Cash,4.8,8,Friday
30,291.72,Electronic City,BTM Layout,Cash,4.8,8,Saturday
17,132.02,Jayanagar,Banashankari,Online,3.8,1,Monday
44,46.75,Whitefield,MG Road,Online,3.8,15,Sunday
22,121.61,Koramangala,MG Road,Online,3.9,3,Friday
29,166.6,Koramangala,MG Road,Cash,4.3,12,Friday
37,73.72,Indiranagar,MG Road,Online,3.5,16,Tuesday
51,207.69,Whitefield,Marathahalli,Online,3.0,10,Monday
44,299.39,Electronic City,Banashankari,Online,3.3,22,Monday
47,151.97,Electronic City,HSR Layout,Online,3.9,1,Tuesday
16,125.78,Whitefield,BTM Layout,Online,3.6,3,Sunday
48,138.19,Electronic City,MG Road,Cash,4.5,11,Tuesday
40,61.09,Indiranagar,HSR Layout,Online,3.2,1,Monday
52,268.48,Jayanagar,Marathahalli,Online,4.8,0,Thursday
8,142.0,Koramangala,HSR Layout,Online,4.8,22,Tuesday
9,134.56,Whitefield,MG Road,Cash,4.8,5,Tuesday
41,208.12,Koramangala,Banashankari,Cash,4.5,15,Monday
12,149.35,Jayanagar,HSR Layout,Cash,3.2,1,Sunday
